drone_id,time,x,y
1,2.936267,571.898889,437.576172
1,3.003000,578.877913,443.929545
1,3.069733,585.860527,450.183802
1,3.136467,592.783173,456.418933
1,3.203200,599.650603,462.540592
1,3.269933,606.472761,468.547123
1,3.336667,613.262820,474.468291
1,3.403400,620.031030,480.327449
1,3.470133,626.785318,486.142848
1,3.536867,633.531768,491.928674
1,3.603600,640.275008,497.695889
1,3.670333,647.031562,503.529744
1,3.737067,653.825164,509.396328
1,3.803800,660.651638,515.303550
1,3.870533,667.462416,521.170083
1,3.937267,674.263215,527.008725
1,4.004000,681.119037,532.855207
1,4.070733,687.540573,538.393339
1,4.137467,693.223874,543.615247
1,4.204200,698.399599,548.200894
1,4.270933,703.041453,551.798876
1,4.337667,707.130138,554.539588
1,4.404400,710.478611,555.921168
1,4.471133,713.403716,556.740207
1,4.537867,716.317615,559.054621
1,4.604600,719.095621,561.708762
1,4.671333,721.490265,563.801491
1,4.738067,723.606588,565.920743
1,4.804800,725.741938,567.866930
1,4.871533,727.742894,569.500302
1,4.938267,729.449439,570.705030
1,5.005000,730.981418,571.296235
1,5.071733,732.281308,571.446030
1,5.138467,733.148225,570.402722
1,5.205200,733.767167,569.546518
1,5.271933,734.481284,570.912734
1,5.338667,735.301227,572.263586
1,5.405400,735.956102,572.859668
1,5.472133,736.368012,573.667161
1,5.538867,736.675923,574.465952
1,5.605600,736.867650,575.120070
1,5.672333,736.992277,575.419323
1,5.739067,737.052807,575.356122
1,5.805800,736.914447,574.329329
1,5.872533,736.758614,573.123990
1,5.939267,736.872823,573.669052
1,6.006000,737.221679,574.623092
1,6.072733,737.521834,575.056093
1,6.139467,737.857808,575.608267
1,6.206200,738.339090,576.183126
1,6.272933,738.768118,576.697310
1,6.339667,739.154079,576.981958
1,6.406400,739.568019,576.773201
1,6.473133,739.937335,576.498120
1,6.539867,740.037953,575.300755
1,6.606600,739.991769,574.264999
1,6.673333,740.098698,575.446434
1,6.740067,740.383189,576.568379
1,6.806800,740.674443,576.867609
1,6.873533,740.741827,577.416810
1,6.940267,740.640502,578.023051
1,7.007000,740.479423,578.462870
1,7.073733,740.296586,578.536101
1,7.140467,740.085988,578.278299
1,7.207200,739.698751,577.051719
1,7.273933,739.297299,575.640111
1,7.340667,739.162988,576.005342
1,7.407400,739.273151,576.787200
1,7.474133,739.420695,577.060086
1,7.540867,739.638109,577.457299
1,7.607600,739.962713,577.869864
1,7.674333,740.241595,578.223645
1,7.741067,740.495889,578.357853
1,7.807800,740.795651,578.057083
1,7.874533,741.046925,577.598606
1,7.941267,741.029485,576.126602
1,8.008000,740.886179,574.863384
1,8.074733,740.907636,575.859530
1,8.141467,741.097118,576.843083
1,8.208200,741.323801,577.014770
1,8.274933,741.346028,577.444609
1,8.341667,741.172815,577.974925
1,8.408400,740.943154,578.350547
1,8.475133,740.711690,578.373332
1,8.541867,740.467553,578.125585
1,8.608600,740.052578,576.931298
1,8.675333,739.619449,575.523937
1,8.742067,739.438722,575.885950
1,8.808800,739.538628,576.643160
1,8.875533,739.652265,576.870165
1,8.942267,739.803912,577.243828
1,9.009000,740.118724,577.635737
1,9.075733,740.398722,577.955634
1,9.142467,740.637711,578.083489
1,9.209200,740.923263,577.809994
1,9.275933,741.154614,577.313966
1,9.342667,741.111823,575.758329
1,9.409400,740.945578,574.425286
1,9.476133,740.966124,575.360408
1,9.542867,741.177022,576.318425
1,9.609600,741.370580,576.509699
1,9.676333,741.357037,576.956768
1,9.743067,741.171155,577.515032
1,9.809800,740.918942,577.921405
1,9.876533,740.691133,577.948361
1,9.943267,740.458355,577.693783
1,10.010000,740.047967,576.503724
1,10.076733,739.631244,575.090519
1,10.143467,739.474822,575.431434
1,10.210200,739.590549,576.144689
1,10.276933,739.704286,576.345417
1,10.343667,739.798797,576.737385
1,10.410400,740.104621,577.143698
1,10.477133,740.416157,577.476444
1,10.543867,740.653641,577.621769
1,10.610600,740.938529,577.353304
1,10.677333,741.178242,576.925183
1,10.744067,741.150836,575.491355
1,10.810800,741.011391,574.240943
1,10.877533,741.071243,575.229325
1,10.944267,741.318499,576.212041
1,11.011000,741.437470,576.448093
1,11.077733,741.374423,576.943329
1,11.144467,741.218015,577.498476
1,11.211200,740.936047,577.961360
1,11.277933,740.678959,578.049622
1,11.344667,740.440189,577.779674
1,11.411400,740.017329,576.554896
1,11.478133,739.619830,575.095669
1,11.544867,739.542879,575.382113
1,11.611600,739.672815,576.109895
1,11.678333,739.748147,576.348661
1,11.745067,739.791474,576.798014
1,11.811800,740.060463,577.275787
1,11.878533,740.401474,577.649486
1,11.945267,740.678152,577.797095
1,12.012000,740.977431,577.513879
1,12.078733,741.207439,576.927011
1,12.145467,741.143185,575.231219
1,12.212200,740.946620,573.822075
1,12.278933,740.944792,574.724775
1,12.345667,741.136057,575.667616
1,12.412400,741.235153,575.915812
1,12.479133,741.157294,576.427687
1,12.545867,741.033026,576.959113
1,12.612600,740.841704,577.372014
1,12.679333,740.617600,577.446803
1,12.746067,740.360289,577.184414
1,12.812800,739.936300,575.988223
1,12.879533,739.521397,574.631882
1,12.946267,739.401834,575.042507
1,13.013000,739.535101,575.882363
1,13.079733,739.639805,576.208200
1,13.146467,739.800341,576.648929
1,13.213200,740.119966,577.116892
1,13.279933,740.399213,577.542992
1,13.346667,740.647987,577.763182
1,13.413400,740.938736,577.498961
1,13.480133,741.198069,577.172178
1,13.546867,741.198340,575.927339
1,13.613600,741.065043,574.850961
1,13.680333,741.096032,575.997491
1,13.747067,741.304489,577.087750
1,13.813800,741.523909,577.360234
1,13.880533,741.523834,577.890458
1,13.947267,741.362077,578.463093
1,14.014000,741.144646,578.865121
1,14.080733,740.905971,578.915875
1,14.147467,740.644627,578.647341
1,14.214200,740.212310,577.430708
1,14.280933,739.771943,576.022309
1,14.347667,739.600469,576.373803
1,14.414400,739.683227,577.128076
1,14.481133,739.802678,577.379226
1,14.547867,739.986421,577.759006
1,14.614600,740.284720,578.150465
1,14.681333,740.539118,578.491500
1,14.748067,740.770119,578.614087
1,14.814800,741.051644,578.302704
1,14.881533,741.285401,577.837298
1,14.948267,741.249257,576.360573
1,15.015000,741.088430,575.085220
1,15.081733,741.094569,576.063105
1,15.148467,741.273283,577.026538
1,15.215200,741.490031,577.172903
1,15.281933,741.498500,577.589317
1,15.348667,741.309401,578.121611
1,15.415400,741.066435,578.490016
1,15.482133,740.829283,578.495945
1,15.548867,740.579387,578.222926
1,15.615600,740.152588,577.002236
1,15.682333,739.714156,575.579973
1,15.749067,739.530886,575.931563
1,15.815800,739.624634,576.696525
1,15.882533,739.735095,576.939753
1,15.949267,739.879926,577.320728
1,16.016000,740.185016,577.721900
1,16.082733,740.459811,578.053089
1,16.149467,740.695167,578.177248
1,16.216200,740.976944,577.898410
1,16.282933,741.205275,577.395793
1,16.349667,741.162048,575.824049
1,16.416400,740.992589,574.491317
1,16.483133,741.008586,575.438898
1,16.549867,741.219175,576.406910
1,16.616600,741.416618,576.600688
1,16.683333,741.406278,577.049331
1,16.750067,741.217389,577.598919
1,16.816800,740.962011,578.000043
1,16.883533,740.727836,578.033717
1,16.950267,740.489791,577.781249
1,17.017000,740.077297,576.580117
1,17.083733,739.662442,575.152221
1,17.150467,739.508727,575.485606
1,17.217200,739.627794,576.210267
1,17.283933,739.748112,576.416110
1,17.350667,739.839784,576.802010
1,17.417400,740.136161,577.206102
1,17.484133,740.443018,577.542497
1,17.550867,740.681707,577.690996
1,17.617600,740.966967,577.418722
1,17.684333,741.203723,576.992146
1,17.751067,741.175324,575.560687
1,17.817800,741.034155,574.318768
1,17.884533,741.093052,575.319348
1,17.951267,741.342358,576.319816
1,18.018000,741.467987,576.583838
1,18.084733,741.407223,577.094873
1,18.151467,741.249508,577.653279
1,18.218200,740.968326,578.117069
1,18.284933,740.713717,578.198785
1,18.351667,740.476833,577.914679
1,18.418400,740.052253,576.672385
1,18.485133,739.652819,575.209735
1,18.551867,739.574274,575.503261
1,18.618600,739.705545,576.235144
1,18.685333,739.784085,576.482272
1,18.752067,739.825428,576.938801
1,18.818800,740.090659,577.423453
1,18.885533,740.431199,577.806304
1,18.952267,740.709439,577.949554
1,19.019000,741.008657,577.638997
1,19.085733,741.235792,577.022706
1,19.152467,741.168254,575.317122
1,19.219200,740.974373,573.909670
1,19.285933,740.976732,574.814010
1,19.352667,741.167629,575.767557
1,19.419400,741.264772,576.019565
1,19.486133,741.184739,576.518068
1,19.552867,741.062634,577.036799
1,19.619600,740.867741,577.441925
1,19.686333,740.639676,577.517621
1,19.753067,740.382592,577.263441
1,19.819800,739.955911,576.072951
1,19.886533,739.538884,574.720911
1,19.953267,739.415105,575.136107
1,20.020000,739.548370,575.963970
1,20.086733,739.655695,576.277590
1,20.153467,739.821123,576.726996
1,20.220200,740.142520,577.205011
1,20.286933,740.421825,577.629164
1,20.353667,740.673870,577.842499
1,20.420400,740.964441,577.570184
1,20.487133,741.222406,577.221249
1,20.553867,741.218954,575.949414
1,20.620600,741.082062,574.839234
1,20.687333,741.106511,575.948951
1,20.754067,741.309438,576.993797
1,20.820800,741.527047,577.226698
1,20.887533,741.527505,577.730599
1,20.954267,741.363424,578.292155
1,21.021000,741.141789,578.682497
1,21.087733,740.905209,578.720403
1,21.154467,740.645134,578.445431
1,21.221200,740.211277,577.218015
1,21.287933,739.769836,575.820512
1,21.354667,739.599864,576.197590
1,21.421400,739.680981,576.984264
1,21.488133,739.800029,577.251663
1,21.554867,739.985257,577.635628
1,21.621600,740.286343,578.034015
1,21.688333,740.544389,578.384871
1,21.755067,740.776214,578.517713
1,21.821800,741.057570,578.222286
1,21.888533,741.290549,577.762951
1,21.955267,741.253143,576.274023
1,22.022000,741.092777,575.005107
1,22.088733,741.098191,576.003713
1,22.155467,741.270552,576.982509
2,0.000000,249.000000,347.000000
2,0.066733,249.321745,347.232987
2,0.133467,250.211365,347.877195
2,0.200200,251.590957,348.876210
2,0.266933,253.395297,350.182801
2,0.333667,255.569554,351.757263
2,0.400400,258.067438,353.566076
2,0.467133,260.849692,355.580812
2,0.533867,263.882876,357.777255
2,0.600600,267.138367,360.134679
2,0.667333,270.591551,362.635261
2,0.734067,274.221162,365.263600
2,0.800800,278.008741,368.006330
2,0.867533,281.938188,370.851791
2,0.934267,285.995401,373.789773
2,1.001000,290.167973,376.811291
2,1.067733,294.444942,379.908406
2,1.134467,298.816586,383.074080
2,1.201200,303.274252,386.302044
2,1.267933,307.810206,389.586701
2,1.334667,312.417522,392.923033
2,1.401400,317.089971,396.306531
2,1.468133,321.821940,399.733129
2,1.534867,326.608357,403.199155
2,1.601600,331.444630,406.701284
2,1.668333,336.326593,410.236498
2,1.735067,341.250455,413.802054
2,1.801800,346.212770,417.395454
2,1.868533,351.210390,421.014420
2,1.935267,356.240444,424.656873
2,2.002000,361.300307,428.320912
2,2.068733,366.387576,432.004796
2,2.135467,371.500052,435.706934
2,2.202200,376.635717,439.425864
2,2.268933,381.792722,443.160247
2,2.335667,386.969369,446.908853
2,2.402400,392.164098,450.670554
2,2.469133,397.375478,454.444311
2,2.535867,402.602190,458.229172
2,2.602600,407.843025,462.024259
2,2.669333,413.096868,465.828767
2,2.736067,418.362696,469.641952
2,2.802800,423.639564,473.463133
2,2.869533,428.926605,477.291680
2,2.936267,434.223020,481.127015
2,3.003000,439.528073,484.968605
2,3.069733,444.841087,488.815959
2,3.136467,450.161436,492.668626
2,3.203200,455.488546,496.526188
2,3.269933,460.821887,500.388263
2,3.336667,466.160972,504.254497
2,3.403400,471.505350,508.124563
2,3.470133,476.854607,511.998163
2,3.536867,482.208361,515.875020
2,3.603600,487.566261,519.754879
2,3.670333,492.927982,523.637504
2,3.737067,498.293225,527.522680
2,3.803800,503.661714,531.410207
2,3.870533,509.033197,535.299901
2,3.937267,514.407438,539.191593
2,4.004000,519.784223,543.085127
2,4.070733,524.721173,546.743327
2,4.137467,528.885922,549.988959
2,4.204200,532.402715,552.815798
2,4.270933,535.524264,555.039732
2,4.337667,538.338580,556.680144
2,4.404400,540.708897,557.148378
2,4.471133,542.849240,557.192272
2,4.537867,545.012311,558.805384
2,4.604600,547.139417,560.695824
2,4.671333,549.001370,562.032125
2,4.738067,550.639809,563.502044
2,4.804800,552.335497,564.884743
2,4.871533,553.967553,566.051248
2,4.938267,555.412894,566.886418
2,5.005000,556.767351,567.185776
2,5.071733,557.954421,567.105763
2,5.138467,558.758171,565.882122
2,5.205200,559.351688,564.884997
2,5.271933,560.068724,566.141648
2,5.338667,560.912531,567.407838
2,5.405400,561.606417,567.939004
2,5.472133,562.067954,568.697201
2,5.538867,562.432595,569.459022
2,5.605600,562.685439,570.085865
2,5.672333,562.873492,570.365446
2,5.739067,562.998186,570.288502
2,5.805800,562.923548,569.252570
2,5.872533,562.830133,568.041643
2,5.939267,563.004834,568.583831
2,6.006000,563.411826,569.537052
2,6.072733,563.767481,569.970769
2,6.139467,564.156147,570.524783
2,6.206200,564.687233,571.102288
2,6.272933,565.163162,571.619673
2,6.339667,565.593152,571.907886
2,6.406400,566.048319,571.702906
2,6.473133,566.456152,571.431703
2,6.539867,566.592689,570.238230
2,6.606600,566.579947,569.206318
2,6.673333,566.717971,570.391500
2,6.740067,567.031341,571.517065
2,6.806800,567.349388,571.819764
2,6.873533,567.441610,572.372270
2,6.940267,567.363292,572.981642
2,7.007000,567.223511,573.424417
2,7.073733,567.060380,573.500428
2,7.140467,566.868005,573.245231
2,7.207200,566.497613,572.021090
2,7.273933,566.111726,570.611760
2,7.340667,565.991795,570.979112
2,7.407400,566.115238,571.762944
2,7.474133,566.275042,572.037665
2,7.540867,566.503775,572.436581
2,7.607600,566.838825,572.850726
2,7.674333,567.127347,573.205971
2,7.741067,567.390536,573.341535
2,7.807800,567.698504,573.042020
2,7.874533,567.957348,572.584704
2,7.941267,567.946890,571.113773
2,8.008000,567.810026,569.851547
2,8.074733,567.837422,570.848609
2,8.141467,568.032382,571.833009
2,8.208200,568.264116,572.005477
2,8.274933,568.291001,572.436039
2,8.341667,568.122084,572.967021
2,8.408400,567.896383,573.343257
2,8.475133,567.668571,573.366609
2,8.541867,567.427801,573.119386
2,8.608600,567.015931,571.925582
2,8.675333,566.585664,570.518666
2,8.742067,566.407575,570.881091
2,8.808800,566.509914,571.638679
2,8.875533,566.625794,571.866034
2,8.942267,566.779509,572.240020
2,9.009000,567.096227,572.632226
2,9.075733,567.377983,572.952397
2,9.142467,567.618592,573.080504
2,9.209200,567.905637,572.807242
2,9.275933,568.138366,572.311429
2,9.342667,568.096845,570.755990
2,9.409400,567.931769,569.423130
2,9.476133,567.953394,570.358420
2,9.542867,568.165287,571.316593
2,9.609600,568.359762,571.508010
2,9.676333,568.347065,571.955211
2,9.743067,568.161961,572.513596
2,9.809800,567.910467,572.920082
2,9.876533,567.683320,572.947141
2,9.943267,567.451153,572.692658
2,10.010000,567.041327,571.502687
2,10.076733,566.625123,570.089563
2,10.143467,566.469180,570.430553
2,10.210200,566.585348,571.143876
2,10.276933,566.699491,571.344668
2,10.343667,566.794377,571.736695
